str_idx,chunk_id,chunk,processed_chunk
CHAPTER FOURTEEN,6,"""Oh, come on, Hagrid, you might not want to tell us, but you do know, you know everything that goes on round here,"" said Hermione in a warm, flattering voice. Hagrid's beard twitched and they could tell he was smiling. ""We only wondered who had done the guarding, really."" Hermione went on. ""We wondered who Dumbledore had trusted enough to help him, apart from you.""

Hagrid's chest swelled at these last words. Harry and Ron beamed at Hermione.

""Well, I don' s'pose it could hurt ter tell yeh that... let's see... he borrowed Fluffy from me... then some o' the teachers did enchantments... Professor Sprout -- Professor Flitwick -- Professor McGonagall --"" he ticked them off on his fingers, ""Professor Quirrell -- an' Dumbledore himself did somethin', o' course. Hang on, I've forgotten someone. Oh yeah, Professor Snape.""

""Snape?""

""Yeah -- yer not still on abou' that, are yeh? Look, Snape helped protect the Stone, he's not about ter steal it.""","oh , come on , hagrid , you might not want to tell we , but you do know , you know everything that go on round here , say hermione in a warm , flattering voice . hagrids beard twitch and they could tell he be smile . we only wonder who have do the guarding , really . hermione go on . we wonder who dumbledore have trust enough to help he , apart from you . hagrids chest swell at these last word . harry and ron beam at hermione . well , I don spose it could hurt ter tell yeh that ... let see ... he borrow fluffy from I ... then some o the teacher do enchantment ... professor sprout professor flitwick professor mcgonagall he tick they off on his finger , professor quirrell an dumbledore himself do somethin , o course . hang on , I ve forget someone . oh yeah , professor snape . snape ? yeah yer not still on abou that , be yeh ? look , snape help protect the stone , he s not about ter steal it ."
CHAPTER FOURTEEN,7,"Harry knew Ron and Hermione were thinking the same as he was. If Snape had been in on protecting the Stone, it must have been easy to find out how the other teachers had guarded it. He probably knew everything -- except, it seemed, Quirrell's spell and how to get past Fluffy.

""You're the only one who knows how to get past Fluffy. aren't you, Hagrid?"" said Harry anxiously. ""And you wouldn't tell anyone, would you? Not even one of the teachers?""

""Not a soul knows except me an' Dumbledore,"" said Hagrid proudly.

""Well, that's something,"" Harry muttered to the others. ""Hagrid, can we have a window open? I'm boiling.""

""Can't, Harry, sorry,"" said Hagrid. Harry noticed him glance at the fire. Harry looked at it, too.

""Hagrid -- what's that?""

But he already knew what it was. In the very heart of the fire, underneath the kettle, was a huge, black egg.

""Ah,"" said Hagrid, fiddling nervously with his beard, ""That's er...""","harry know ron and hermione be think the same as he be . if snape have be in on protect the stone , it must have be easy to find out how the other teacher have guard it . he probably know everything except , it seem , quirrell spell and how to get past fluffy . you re the only one who know how to get past fluffy . be not you , hagrid ? say harry anxiously . and you would not tell anyone , would you ? not even one of the teacher ? not a soul know except I an dumbledore , say hagrid proudly . well , that s something , harry mutter to the other . hagrid , can we have a window open ? I m boil . can not , harry , sorry , say hagrid . harry notice he glance at the fire . harry look at it , too . hagrid what s that ? but he already know what it be . in the very heart of the fire , underneath the kettle , be a huge , black egg . ah , say hagrid , fiddle nervously with his beard , that s er ..."
CHAPTER FOURTEEN,8,"""Where did you get it, Hagrid?"" said Ron, crouching over the fire to get a closer look at the egg. ""It must've cost you a fortune.""

""Won it,"" said Hagrid. ""Las' night. I was down in the village havin' a few drinks an' got into a game o' cards with a stranger. Think he was quite glad ter get rid of it, ter be honest.""

""But what are you going to do with it when it's hatched?"" said Hermione.

""Well, I've bin doin' some readin' , said Hagrid, pulling a large book from under his pillow. ""Got this outta the library -- Dragon Breeding for Pleasure and Profit -- it's a bit outta date, o' course, but it's all in here. Keep the egg in the fire, 'cause their mothers breathe on I em, see, an' when it hatches, feed it on a bucket o' brandy mixed with chicken blood every half hour. An' see here -- how ter recognize diff'rent eggs -- what I got there's a Norwegian Ridgeback. They're rare, them.""

He looked very pleased with himself, but Hermione didn't.","where do you get it , hagrid ? say ron , crouch over the fire to get a close look at the egg . it must ve cost you a fortune . win it , say hagrid . las night . I be down in the village havin a few drink an got into a game o card with a stranger . think he be quite glad ter get rid of it , ter be honest . but what be you go to do with it when its hatch ? say hermione . well , I ve bin doin some readin , say hagrid , pull a large book from under his pillow . get this outta the library dragon breeding for pleasure and profit its a bit outta date , o course , but its all in here . keep the egg in the fire , cause their mother breathe on I em , see , an when it hatch , feed it on a bucket o brandy mix with chicken blood every half hour . an see here how ter recognize diffrent egg what I get there s a norwegian ridgeback . they re rare , they . he look very pleased with himself , but hermione do not ."
CHAPTER FOURTEEN,9,"""Hagrid, you live in a wooden house,"" she said.

But Hagrid wasn't listening. He was humming merrily as he stoked the fire.

So now they had something else to worry about: what might happen to Hagrid if anyone found out he was hiding an illegal dragon in his hut. ""Wonder what it's like to have a peaceful life,"" Ron sighed, as evening after evening they struggled through all the extra homework they were getting. Hermione had now started making study schedules for Harry and Ron, too. It was driving them nuts.

Then, one breakfast time, Hedwig brought Harry another note from Hagrid. He had written only two words: It's hatching.

Ron wanted to skip Herbology and go straight down to the hut. Hermione wouldn't hear of it.

""Hermione, how many times in our lives are we going to see a dragon hatching?""

""We've got lessons, we'll get into trouble, and that's nothing to what Hagrid's going to be in when someone finds out what he's doing --""

""Shut up!"" Harry whispered.","hagrid , you live in a wooden house , she say . but hagrid be not listen . he be hum merrily as he stoke the fire . so now they have something else to worry about what might happen to hagrid if anyone find out he be hide an illegal dragon in his hut . wonder what its like to have a peaceful life , ron sigh , as evening after evening they struggle through all the extra homework they be get . hermione have now start make study schedule for harry and ron , too . it be drive they nuts . then , one breakfast time , hedwig bring harry another note from hagrid . he have write only two word its hatching . ron want to skip herbology and go straight down to the hut . hermione would not hear of it . hermione , how many time in our life be we go to see a dragon hatch ? we ve get lesson , well get into trouble , and that s nothing to what hagrid go to be in when someone find out what he s do shut up ! harry whisper ."
CHAPTER FOURTEEN,10,"Malfoy was only a few feet away and he had stopped dead to listen. How much had he heard? Harry didn't like the look on Malfoy's face at all.

Ron and Hermione argued all the way to Herbology and in the end, Hermione agreed to run down to Hagrid's with the other two during morning break. When the bell sounded from the castle at the end of their lesson, the three of them dropped their trowels at once and hurried through the grounds to the edge of the forest. Hagrid greeted them, looking flushed and excited.

""It's nearly out."" He ushered them inside.

The egg was lying on the table. There were deep cracks in it. Something was moving inside; a funny clicking noise was coming from it.

They all drew their chairs up to the table and watched with bated breath.","malfoy be only a few foot away and he have stop dead to listen . how much have he hear ? harry do not like the look on malfoy face at all . ron and hermione argue all the way to herbology and in the end , hermione agree to run down to hagrid with the other two during morning break . when the bell sound from the castle at the end of their lesson , the three of they drop their trowel at once and hurry through the ground to the edge of the forest . hagrid greet they , look flushed and excited . its nearly out . he usher they inside . the egg be lie on the table . there be deep crack in it . something be move inside a funny clicking noise be come from it . they all draw their chair up to the table and watch with bated breath ."
CHAPTER FOURTEEN,11,"All at once there was a scraping noise and the egg split open. The baby dragon flopped onto the table. It wasn't exactly pretty; Harry thought it looked like a crumpled, black umbrella. Its spiny wings were huge compared to its skinny jet body, it had a long snout with wide nostrils, the stubs of horns and bulging, orange eyes.

It sneezed. A couple of sparks flew out of its snout.

""Isn't he beautiful?"" Hagrid murmured. He reached out a hand to stroke the dragon's head. It snapped at his fingers, showing pointed fangs.

""Bless him, look, he knows his mommy!"" said Hagrid.

""Hagrid,"" said Hermione, ""how fast do Norwegian Ridgebacks grow, exactly?""

Hagrid was about to answer when the color suddenly drained from his face -- he leapt to his feet and ran to the window.

""What's the matter?""

""Someone was lookin' through the gap in the curtains -- it's a kid -- he's runnin' back up ter the school.""

Harry bolted to the door and looked out. Even at a distance there was no mistaking him.","all at once there be a scrape noise and the egg split open . the baby dragon flop onto the table . it be not exactly pretty harry think it look like a crumpled , black umbrella . its spiny wing be huge compare to its skinny jet body , it have a long snout with wide nostril , the stub of horn and bulging , orange eye . it sneeze . a couple of spark fly out of its snout . be not he beautiful ? hagrid murmur . he reach out a hand to stroke the dragon head . it snap at his finger , show pointed fang . bless he , look , he know his mommy ! say hagrid . hagrid , say hermione , how fast do norwegian ridgeback grow , exactly ? hagrid be about to answer when the color suddenly drain from his face he leapt to his foot and run to the window . what s the matter ? someone be lookin through the gap in the curtain its a kid he s runnin back up ter the school . harry bolt to the door and look out . even at a distance there be no mistake he ."
CHAPTER FOURTEEN,12,"Malfoy had seen the dragon.

Something about the smile lurking on Malfoy's face during the next week made Harry, Ron, and Hermione very nervous. They spent most of their free time in Hagrid's darkened hut, trying to reason with him.

""Just let him go,"" Harry urged. ""Set him free.""

""I can't,"" said Hagrid. ""He's too little. He'd die.""

They looked at the dragon. It had grown three times in length in just a week. Smoke kept furling out of its nostrils. Hagrid hadn't been doing his gamekeeping duties because the dragon was keeping him so busy. There were empty brandy bottles and chicken feathers all over the floor.

""I've decided to call him Norbert,"" said Hagrid, looking at the dragon with misty eyes. ""He really knows me now, watch. Norbert! Norbert! Where's Mommy?""

""He's lost his marbles,"" Ron muttered in Harry's ear.

""Hagrid,"" said Harry loudly, ""give it two weeks and Norbert's going to be as long as your house. Malfoy could go to Dumbledore at any moment.""

Hagrid bit his lip.","malfoy have see the dragon . something about the smile lurk on malfoy face during the next week make harry , ron , and hermione very nervous . they spend most of their free time in hagrid darken hut , try to reason with he . just let he go , harry urge . set he free . I can not , say hagrid . he s too little . he d die . they look at the dragon . it have grow three time in length in just a week . smoke keep furl out of its nostril . hagrid have not be do his gamekeepe duty because the dragon be keep he so busy . there be empty brandy bottle and chicken feather all over the floor . I ve decide to call he norbert , say hagrid , look at the dragon with misty eye . he really know I now , watch . norbert ! norbert ! where s mommy ? he s lose his marble , ron mutter in harrys ear . hagrid , say harry loudly , give it two week and norbert go to be as long as your house . malfoy could go to dumbledore at any moment . hagrid bite his lip ."
CHAPTER FOURTEEN,13,"""I -- I know I can't keep him forever, but I can't jus' dump him, I can't.""

Harry suddenly turned to Ron. Charlie, he said.

""You're losing it, too,"" said Ron. ""I'm Ron, remember?""

""No -- Charlie -- your brother, Charlie. In Romania. Studying dragons. We could send Norbert to him. Charlie can take care of him and then put him back in the wild!""

""Brilliant!"" said Ron. ""How about it, Hagrid?""

And in the end, Hagrid agreed that they could send -an owl to Charlie to ask him.

The following week dragged by. Wednesday night found Hermione and Harry sitting alone in the common room, long after everyone else had gone to bed. The clock on the wall had just

chimed midnight when the portrait hole burst open. Ron appeared out of nowhere as he pulled off Harry's invisibility cloak. He had been down at Hagrid's hut, helping him feed Norbert, who was now eating dead rats by the crate.","I I know I can not keep he forever , but I can not jus dump he , I can not . harry suddenly turn to ron . charlie , he say . you re lose it , too , say ron . I m ron , remember ? no charlie your brother , charlie . in romania . study dragon . we could send norbert to he . charlie can take care of he and then put he back in the wild ! brilliant ! say ron . how about it , hagrid ? and in the end , hagrid agree that they could send an owl to charlie to ask he . the following week drag by . wednesday night find hermione and harry sit alone in the common room , long after everyone else have go to bed . the clock on the wall have just chime midnight when the portrait hole burst open . ron appear out of nowhere as he pull off harry invisibility cloak . he have be down at hagrid hut , help he feed norbert , who be now eat dead rat by the crate ."
CHAPTER FOURTEEN,14,"""It bit me!"" he said, showing them his hand, which was wrapped in a bloody handkerchief. ""I'm not going to be able to hold a quill for a week. I tell you, that dragon's the most horrible animal I've ever met, but the way Hagrid goes on about it, you'd think it was a fluffy little bunny rabbit. When it bit me he told me off for frightening it. And when I left, he was singing it a lullaby.""

There was a tap on the dark window.

""It's Hedwig!"" said Harry, hurrying to let her in. ""She'll have Charlie's answer!""

The three of them put their heads together to read the note.

Dear Ron,

How are you? Thanks for the letter -- I'd be glad to take the Norwegian Ridgeback, but it won't be easy getting him here. I think the best thing will be to send him over with some friends of mine who are coming to visit me next week. Trouble is, they mustn't be seen carrying an illegal dragon.","it bite I ! he say , show they his hand , which be wrap in a bloody handkerchief . I m not go to be able to hold a quill for a week . I tell you , that dragon the most horrible animal I ve ever meet , but the way hagrid go on about it , you d think it be a fluffy little bunny rabbit . when it bite I he tell I off for frighten it . and when I leave , he be singe it a lullaby . there be a tap on the dark window . its hedwig ! say harry , hurry to let she in . shell have charlie answer ! the three of they put their head together to read the note . dear ron , how be you ? thank for the letter i d be glad to take the norwegian ridgeback , but it will not be easy get he here . I think the good thing will be to send he over with some friend of mine who be come to visit I next week . trouble be , they must not be see carry an illegal dragon ."
CHAPTER FOURTEEN,15,"Could you get the Ridgeback up the tallest tower at midnight on Saturday? They can meet you there and take him away while it's still dark.

Send me an answer as soon as possible.

Love,

Charlie

They looked at one another.

""We've got the invisibility cloak,"" said Harry. ""It shouldn't be too difficult -- I think the cloaks big enough to cover two of us and Norbert.""

It was a mark of how bad the last week had been that the other two agreed with him. Anything to get rid of Norbert -- and Malfoy.

There was a hitch. By the next morning, Ron's bitten hand had swollen to twice its usual size. He didn't know whether it was safe to go to Madam Pomfrey -- would she recognize a dragon bite? By the afternoon, though, he had no choice. The cut had turned a nasty shade of green. It looked as if Norbert's fangs were poisonous.

Harry and Hermione rushed up to the hospital wing at the end of the day to find Ron in a terrible state in bed.","could you get the ridgeback up the tall tower at midnight on saturday ? they can meet you there and take he away while its still dark . send I an answer as soon as possible . love , charlie they look at one another . we ve get the invisibility cloak , say harry . it should not be too difficult I think the cloak big enough to cover two of we and norbert . it be a mark of how bad the last week have be that the other two agree with he . anything to get rid of norbert and malfoy . there be a hitch . by the next morning , ron bite hand have swell to twice its usual size . he do not know whether it be safe to go to madam pomfrey would she recognize a dragon bite ? by the afternoon , though , he have no choice . the cut have turn a nasty shade of green . it look as if norbert fang be poisonous . harry and hermione rush up to the hospital wing at the end of the day to find ron in a terrible state in bed ."
CHAPTER FOURTEEN,16,"""It's not just my hand,"" he whispered, ""although that feels like it's about to fall off. Malfoy told Madam Pomfrey he wanted to borrow one of my books so he could come and have a good laugh at me. He kept threatening to tell her what really bit me -- I've told her it was a dog, but I don't think she believes me -I shouldn't have hit him at the Quidditch match, that's why he's doing this.""

Harry and Hermione tried to calm Ron down.

""It'll all be over at midnight on Saturday,"" said Hermione, but this didn't soothe Ron at all. On the contrary, he sat bolt upright and broke into a sweat.

""Midnight on Saturday!"" he said in a hoarse voice. ""Oh no oh no -- I've just remembered -- Charlie's letter was in that book Malfoy took, he's going to know we're getting rid of Norbert.""

Harry and Hermione didn't get a chance to answer. Madam Pomfrey came over at that moment and made them leave, saying Ron needed sleep.","its not just my hand , he whisper , although that feel like its about to fall off . malfoy tell madam pomfrey he want to borrow one of my book so he could come and have a good laugh at I . he keep threaten to tell she what really bite I I ve tell she it be a dog , but I do not think she believe I I should not have hit he at the quidditch match , that s why he s do this . harry and hermione try to calm ron down . it ll all be over at midnight on saturday , say hermione , but this do not soothe ron at all . on the contrary , he sit bolt upright and break into a sweat . midnight on saturday ! he say in a hoarse voice . oh no oh no I ve just remember charlie letter be in that book malfoy take , he s go to know be getting rid of norbert . harry and hermione do not get a chance to answer . madam pomfrey come over at that moment and make they leave , say ron need sleep ."
CHAPTER FOURTEEN,17,"""It's too late to change the plan now,"" Harry told Hermione. ""We haven't got time to send Charlie another owl, and this could be our only chance to get rid of Norbert. We'll have to risk it. And we have got the invisibility cloak, Malfoy doesn't know about that.""

They found Fang, the boarhound, sitting outside with a bandaged tail when they went to tell Hagrid, who opened a window to talk to them.

""I won't let you in,"" he puffed. ""Norbert's at a tricky stage -- nothin' I can't handle.""

When they told him about Charlie's letter, his eyes filled with tears, although that might have been because Norbert had just bitten him on the leg.

""Aargh! It's all right, he only got my boot -- jus' playin' -- he's only a baby, after all.""

The baby banged its tail on the wall, making the windows rattle. Harry and Hermione walked back to the castle feeling Saturday couldn't come quickly enough.","its too late to change the plan now , harry tell hermione . we have not get time to send charlie another owl , and this could be our only chance to get rid of norbert . well have to risk it . and we have get the invisibility cloak , malfoy do not know about that . they find fang , the boarhound , sit outside with a bandaged tail when they go to tell hagrid , who open a window to talk to they . I will not let you in , he puff . norbert at a tricky stage nothin I can not handle . when they tell he about charlie letter , his eye fill with tear , although that might have be because norbert have just bite he on the leg . aargh ! its all right , he only get my boot jus playin he s only a baby , after all . the baby bang its tail on the wall , make the window rattle . harry and hermione walk back to the castle feeling saturday could not come quickly enough ."
CHAPTER FOURTEEN,18,"They would have felt sorry for Hagrid when the time came for him to say good-bye to Norbert if they hadn't been so worried about what they had to do. It was a very dark, cloudy night, and they were a bit late arriving at Hagrid's hut because they'd had to wait for Peeves to get out of their way in the entrance hall, where he'd been playing tennis against the wall. Hagrid had Norbert packed and ready in a large crate.

""He's got lots o' rats an' some brandy fer the journey,"" said Hagrid in a muffled voice. ""An' I've packed his teddy bear in case he gets lonely.""

From inside the crate came ripping noises that sounded to Harry as though the teddy was having his head torn off.

""Bye-bye, Norbert!"" Hagrid sobbed, as Harry and Hermione covered the crate with the invisibility cloak and stepped underneath it themselves. ""Mommy will never forget you!""","they would have feel sorry for hagrid when the time come for he to say goodbye to norbert if they have not be so worried about what they have to do . it be a very dark , cloudy night , and they be a bit late arrive at hagrid hut because they d have to wait for peeve to get out of their way in the entrance hall , where he d been play tennis against the wall . hagrid have norbert packed and ready in a large crate . he s get lot o rat an some brandy fer the journey , say hagrid in a muffled voice . an I ve pack his teddy bear in case he get lonely . from inside the crate came rip noise that sound to harry as though the teddy be have his head tear off . byebye , norbert ! hagrid sob , as harry and hermione cover the crate with the invisibility cloak and step underneath it themselves . mommy will never forget you !"
CHAPTER FOURTEEN,19,"How they managed to get the crate back up to the castle, they never knew. Midnight ticked nearer as they heaved Norbert up the marble staircase in the entrance hall and along the dark corridors. UP another staircase, then another -- even one of Harry's shortcuts didn't make the work much easier.

""Nearly there!"" Harry panted as they reached the corridor beneath the tallest tower.

Then a sudden movement ahead of them made them almost drop the crate. Forgetting that they were already invisible, they shrank into the shadows, staring at the dark outlines of two people grappling with each other ten feet away. A lamp flared.

Professor McGonagall, in a tartan bathrobe and a hair net, had Malfoy by the ear.

""Detention!"" she shouted. ""And twenty points from Slytherin! Wandering around in the middle of the night, how dare you --""

""You don't understand, Professor. Harry Potter's coming -- he's got a dragon!""","how they manage to get the crate back up to the castle , they never know . midnight tick nearer as they heaved norbert up the marble staircase in the entrance hall and along the dark corridor . up another staircase , then another even one of harry shortcut do not make the work much easy . nearly there ! harry pant as they reach the corridor beneath the tall tower . then a sudden movement ahead of they make they almost drop the crate . forget that they be already invisible , they shrink into the shadow , stare at the dark outline of two people grapple with each other ten foot away . a lamp flare . professor mcgonagall , in a tartan bathrobe and a hair net , have malfoy by the ear . detention ! she shout . and twenty point from slytherin ! wander around in the middle of the night , how dare you you do not understand , professor . harry potter come he s get a dragon !"
CHAPTER FOURTEEN,20,"""What utter rubbish! How dare you tell such lies! Come on -- I shall see Professor Snape about you, Malfoy!""

The steep spiral staircase up to the top of the tower seemed the easiest thing in the world after that. Not until they'd stepped out into the cold night air did they throw off the cloak, glad to be able to breathe properly again. Hermione did a sort of jig.

""Malfoy's got detention! I could sing!""

""Don't,"" Harry advised her.

Chuckling about Malfoy, they waited, Norbert thrashing about in his crate. About ten minutes later, four broomsticks came swooping down out of the darkness.

Charlie's friends were a cheery lot. They showed Harry and Hermione the harness they'd rigged up, so they could suspend Norbert between them. They all helped buckle Norbert safely into it and then Harry and Hermione shook hands with the others and thanked them very much.

At last, Norbert was going... going... gone.","what utter rubbish ! how dare you tell such lie ! come on I shall see professor snape about you , malfoy ! the steep spiral staircase up to the top of the tower seem the easy thing in the world after that . not until they d step out into the cold night air do they throw off the cloak , glad to be able to breathe properly again . hermione do a sort of jig . malfoy get detention ! I could sing ! do not , harry advise she . chuckle about malfoy , they wait , norbert thrash about in his crate . about ten minute later , four broomstick come swoop down out of the darkness . charlie friend be a cheery lot . they show harry and hermione the harness they d rig up , so they could suspend norbert between they . they all help buckle norbert safely into it and then harry and hermione shake hand with the other and thank they very much . at last , norbert be go ... go ... go ."
CHAPTER FOURTEEN,21,"They slipped back down the spiral staircase, their hearts as light as their hands, now that Norbert was off them. No more dragon -- Malfoy in detention -- what could spoil their happiness?

The answer to that was waiting at the foot of the stairs. As they stepped into the corridor, Filch's face loomed suddenly out of the darkness.

""Well, well, well,"" he whispered, ""we are in trouble.""

They'd left the invisibility cloak on top of the tower.","they slip back down the spiral staircase , their heart as light as their hand , now that norbert be off they . no more dragon malfoy in detention what could spoil their happiness ? the answer to that be wait at the foot of the stair . as they step into the corridor , filch face loom suddenly out of the darkness . well , well , well , he whisper , we be in trouble . they d leave the invisibility cloak on top of the tower ."
CHAPTER FIFTEEN,0,"Things couldn't have been worse.

Filch took them down to Professor McGonagall's study on the first floor, where they sat and waited without saying a word to each other. Hermione was trembling. Excuses, alibis, and wild cover- up stories chased each other around Harry's brain, each more feeble than the last. He couldn't see how they were going to get out of trouble this time. They were cornered. How could they have been so stupid as to forget the cloak? There was no reason on earth that Professor McGonagall would accept for their being out of bed and creeping around the school in the dead of night, let alone being up the tallest astronomy tower, which was out-of-bounds except for classes. Add Norbert and the invisibility cloak, and they might as well be packing their bags already.

Had Harry thought that things couldn't have been worse? He was wrong. When Professor McGonagall appeared, she was leading Neville.","thing could not have be bad . filch take they down to professor mcgonagall study on the first floor , where they sit and wait without say a word to each other . hermione be tremble . excuse , alibis , and wild cover up story chase each other around harry brain , each more feeble than the last . he could not see how they be go to get out of trouble this time . they be cornered . how could they have be so stupid as to forget the cloak ? there be no reason on earth that professor mcgonagall would accept for their be out of bed and creep around the school in the dead of night , let alone be up the tall astronomy tower , which be outofbound except for class . add norbert and the invisibility cloak , and they might as well be pack their bag already . have harry think that thing could not have be bad ? he be wrong . when professor mcgonagall appear , she be lead neville ."
CHAPTER FIFTEEN,1,"""Harry!"" Neville burst Out, the moment he saw the other two. ""I was trying to find you to warn you, I heard Malfoy saying he was going to catch you, he said you had a drag --""

Harry shook his head violently to shut Neville up, but Professor McGonagall had seen. She looked more likely to breathe fire than Norbert as she towered over the three of them.

""I would never have believed it of any of you. Mr. Filch says you were up in the astronomy tower. It's one o'clock in the morning. Explain yourselves.""

It was the first time Hermione had ever failed to answer a teacher's question. She was staring at her slippers, as still as a statue.

""I think I've got a good idea of what's been going on,"" said Professor McGonagall. ""It doesn't take a genius to work it out. You fed Draco Malfoy some cock-and-bull story about a dragon, trying to get him out of bed and into trouble. I've already caught him. I suppose you think it's funny that Longbottom here heard the story and believed it, too?""","harry ! neville burst out , the moment he see the other two . I be try to find you to warn you , I hear malfoy say he be go to catch you , he say you have a drag harry shake his head violently to shut neville up , but professor mcgonagall have see . she look more likely to breathe fire than norbert as she tower over the three of they . I would never have believe it of any of you . mr . filch say you be up in the astronomy tower . its one oclock in the morning . explain yourself . it be the first time hermione have ever fail to answer a teacher question . she be stare at her slipper , as still as a statue . I think I ve get a good idea of what s be go on , say professor mcgonagall . it do not take a genius to work it out . you feed draco malfoy some cockandbull story about a dragon , try to get he out of bed and into trouble . I ve already catch he . I suppose you think its funny that longbottom here hear the story and believe it , too ?"
CHAPTER FIFTEEN,2,"Harry caught Neville's eye and tried to tell him without words that this wasn't true, because Neville was looking stunned and hurt. Poor, blundering Neville -- Harry knew what it must have cost him to try and find them in the dark, to warn them.

""I'm disgusted,"" said Professor McGonagall. ""Four students out of bed in one night! I've never heard of such a thing before! You, Miss Granger, I thought you had more sense. As for you, Mr. Potter, I thought Gryffindor meant more to you than this. All three of you will receive detentions -- yes, you too, Mr. Longbottom, nothing gives you the right to walk around school at night, especially these days, it's very dangerous -- and fifty points will be taken from Gryffindor.""

""Fifty?"" Harry gasped -- they would lose the lead, the lead he'd won in the last Quidditch match.

""Fifty points each,"" said Professor McGonagall, breathing heavily through her long, pointed nose.

""Professor -- please

""You can't --""","harry catch neville eye and try to tell he without word that this be not true , because neville be look stunned and hurt . poor , blunder neville harry know what it must have cost he to try and find they in the dark , to warn they . I m disgusted , say professor mcgonagall . four student out of bed in one night ! I ve never hear of such a thing before ! you , miss granger , I think you have more sense . as for you , mr . potter , I think gryffindor mean more to you than this . all three of you will receive detention yes , you too , mr . longbottom , nothing give you the right to walk around school at night , especially these day , its very dangerous and fifty point will be take from gryffindor . fifty ? harry gasp they would lose the lead , the lead he d win in the last quidditch match . fifty point each , say professor mcgonagall , breathe heavily through her long , pointed nose . professor please you can not"
CHAPTER FIFTEEN,3,"""Don't tell me what I can and can't do, Potter. Now get back to bed, all of you. I've never been more ashamed of Gryffindor students.""

A hundred and fifty points lost. That put Gryffindor in last place. In one night, they'd ruined any chance Gryffindor had had for the house cup. Harry felt as though the bottom had dropped out of his stomach. How could they ever make up for this?

Harry didn't sleep all night. He could hear Neville sobbing into his pillow for what seemed like hours. Harry couldn't think of anything to say to comfort him. He knew Neville, like himself, was dreading the dawn. What would happen when the rest of Gryffindor found out what they'd done?","do not tell I what I can and can not do , potter . now get back to bed , all of you . I ve never be more ashamed of gryffindor student . a hundred and fifty point lose . that put gryffindor in last place . in one night , they d ruin any chance gryffindor have have for the house cup . harry feel as though the bottom have drop out of his stomach . how could they ever make up for this ? harry do not sleep all night . he could hear neville sob into his pillow for what seem like hour . harry could not think of anything to say to comfort he . he know neville , like himself , be dread the dawn . what would happen when the rest of gryffindor find out what they d do ?"
CHAPTER FIFTEEN,4,"At first, Gryffindors passing the giant hourglasses that recorded the house points the next day thought there'd been a mistake. How could they suddenly have a hundred and fifty points fewer than yesterday? And then the story started to spread: Harry Potter, the famous Harry Potter, their hero of two Quidditch matches, had lo st them all those points, him and a couple of other stupid first years.

From being one of the most popular and admired people at the school, Harry was suddenly the most hated. Even Ravenclaws and Hufflepuffs turned on him, because everyone had been longing to see Slytherin lose the house cup. Everywhere Harry went, people pointed and didn't trouble to lower their voices as they insulted him. Slytherins, on the other hand, clapped as he walked past them, whistling and cheering, ""Thanks Potter, we owe you one!""

Only Ron stood by him.","at first , gryffindor pass the giant hourglass that record the house point the next day think there d be a mistake . how could they suddenly have a hundred and fifty point few than yesterday ? and then the story start to spread harry potter , the famous harry potter , their hero of two quidditch match , have lo st they all those point , he and a couple of other stupid first year . from be one of the most popular and admire people at the school , harry be suddenly the most hate . even ravenclaw and hufflepuff turn on he , because everyone have be long to see slytherin lose the house cup . everywhere harry go , people point and do not trouble to lower their voice as they insult he . slytherin , on the other hand , clap as he walk past they , whistle and cheer , thank potter , we owe you one ! only ron stand by he ."
CHAPTER FIFTEEN,5,"""They'll all forget this in a few weeks. Fred and George have lost loads of points in all the time they've been here, and people still like them.""

""They've never lost a hundred and fifty points in one go, though, have they?"" said Harry miserably.

""Well -- no,"" Ron admitted.

It was a bit late to repair the damage, but Harry swore to himself not to meddle in things that weren't his business from now on. He'd had it with sneaking around and spying. He felt so ashamed of himself that he went to Wood and offered to resign from the Quidditch team.

""Resign?"" Wood thundered. ""What good'll that do? How are we going to get any points back if we can't win at Quidditch?""

But even Quidditch had lost its fun. The rest of the team wouldn't speak to Harry during practice, and if they had to speak about him, they called him ""the Seeker.""","they ll all forget this in a few week . fred and george have lose load of point in all the time they ve be here , and people still like they . they ve never lose a hundred and fifty point in one go , though , have they ? say harry miserably . well no , ron admit . it be a bit late to repair the damage , but harry swear to himself not to meddle in thing that be not his business from now on . he d have it with sneak around and spy . he feel so ashamed of himself that he go to wood and offer to resign from the quidditch team . resign ? wood thunder . what goodll that do ? how be we go to get any point back if we can not win at quidditch ? but even quidditch have lose its fun . the rest of the team would not speak to harry during practice , and if they have to speak about he , they call he the seeker ."
